CAR_CHC_ID,Reference_Number,Adv_Name_E,Program,Dept_Code,Class_Group,Class_Lvl,Appl_Submitted,url
966420,PEN16J-013988-000190,Security Intelligence Officer,INT,PEN,AS,05,238,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=966420
966462,STC16J-016457-000160,District Manager,INT,STC,EC,06,5,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=966462
966474,RCM16J-017029-000077,"Manager, Corporate Services",INT,RCM,AS,06,7,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=966474
966491,IMC16J-014612-000133,Information Classifier,JOP,IMC,CR,04,430,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=966491
966493,CEO16J-017533-000050,Policy and Research Analyst,INT,CEO,EC,05,40,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=966493
966494,DFO16J-017389-000029,General Labourer/Operator,JOP,DFO,GL,08,45,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=966494
966508,FIN16J-015110-000125,Assistant Deputy Minister,INT,FIN,EX,04,3,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=966508
966509,DND16J-017598-000019,Case Management Team Leader,JOP,DND,NU,04,23,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=966509
966544,DUS16J-016247-000136,"Director, SSHRC Liaison",INT,DUS,EX,01,18,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=966544
966571,AGR16J-016488-000217,Technician (Crop/Weather Specialist),JOP,AGR,EG,05,47,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=966571
966572,JUS16J-017383-000028,Legal Assistant,JOP,JUS,CR,05,526,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=966572
966583,JUS16J-015535-000017,Counsel,INT,JUS,LP,01,49,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=966583
966586,SVC16J-016267-000088,Program Management Analyst,INT,SVC,EC,05,28,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=966586
966659,DFO16J-017114-000098,Intelligence Analyst,JOP,DFO,AS,04,62,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=966659
966666,SIF16J-010144-000449,Senior Supervisor (RE-05) / Manager (RE-06),JOP,SIF,nil,nil,97,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=966666
966674,RCM16J-017029-000078,Asset Manager,INT,RCM,AS,04,2,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=966674
966676,DOE16J-010405-000156,"Manager, Finance & Administration",INT,DOE,AS,04,29,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=966676
966677,DND16J-016541-000009,"Special Assistant, Assistant Deputy Minister (Human Resources-Civilian)",INT,DND,AS,04,11,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=966677
966678,DOE16J-015620-000127,MT-06 Senior Operational Meteorologist - National Prediction,INT,DOE,MT,06,4,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=966678
966699,IMC16J-014825-000184,Supervisor,INT,IMC,PM,04,11,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=966699
966708,RCM16J-015796-000126,"Director, Professional Practice & Administration",INT,RCM,EX,01,14,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=966708
966719,IMC16J-014825-000185,Supervisor,INT,IMC,PM,04,12,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=966719
966734,SVC16J-010864-000295,"Stream 1 :  Chief, Client Service Center -Stream 2: Chief, Personnel Security Screening",INT,SVC,PM,04,51,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=966734
966741,PSP16J-017838-000007,Senior Regional Program Officer - PM-05 - Anticipatory,INT,PSP,PM,05,62,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=966741
966793,CSD16J-017153-000078,Support Clerk / Passport Clerk,JOP,CSD,CR,03,579,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=966793
966794,CGC16J-009980-000061,Laboratory Technician (Amendment to Conditions of Employment and Closing Date),INT,CGC,EG,04,20,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=966794
966811,OPC16J-016701-000069,"IT Specialist (Stream NETWORK, stream STORAGE INFORMATION & stream END-USER DEVICE)",JOP,OPC,CS,02,55,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=966811
966837,DND16J-009781-000107,Deputy Base Public Affairs Officer,INT,DND,IS,03,10,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=966837
966851,DFO16J-017927-000002,"Area Chief/Regional Chiefs, Conservation and Protection",INT,DFO,PM,06,29,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=966851
966879,DUS16J-016247-000139,"Director, Corporate Services and Policy",JOP,DUS,EX,01,19,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=966879
966894,DUS16J-016360-000134,Regional Auditor,INT,DUS,TI,05,12,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=966894
966905,SHC16J-009955-000537,Management Executive Assistant,INT,SHC,AS,04,26,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=966905
966923,JUS16J-010822-000177,"Team Leader, Database Administration (DBA)",INT,JUS,CS,03,10,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=966923
966945,RSN16J-016500-000105,"Senior HR Assistant, EX Services",INT,RSN,CR,05,44,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=966945
966963,DFO16J-017761-000035,Ice Operations Officer **AMENDMENT TO CLOSING DATE**,INT,DFO,GT,03,2,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=966963
967004,EXT16J-016884-000195,AS-04 - Streams 1/2/3,INT,EXT,AS,04,60,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967004
967038,ACO16J-017915-000006,Business Information Officer,JOP,ACO,PM,01,53,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967038
967055,PEN16J-017456-000047,HUMAN RESOURCES ADVISOR,INT,PEN,PE,03,117,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967055
967081,MOT16J-009007-000196,Administrative Officer,INT,MOT,AS,02,19,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967081
967113,RCM16J-017807-000004,Information Management Manager,JOP,RCM,AS,04,68,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967113
967124,DOE16J-010405-000157,IM/IT Programmer/Analyst,INT,DOE,CS,02,20,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967124
967157,CSD16J-014860-000222,Business Expertise Senior Consultant,INT,CSD,PM,05,26,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967157
967183,SVC16J-014242-000094,Business Analyst,INT,SVC,AS,03,18,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967183
967200,CSD16J-014860-000223,Business Expertise Senior Consultant,INT,CSD,PM,05,12,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967200
967209,DOE16J-017618-000081,Stream 1: Indigenous Claims Advisor; Stream 2: Issues Manager,INT,DOE,EC,06,41,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967209
967272,PEN16J-015260-000018,Officer,INT,PEN,AS,04,75,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967272
967274,STC16J-015304-000121,Assistant Director,INT,STC,CS,05,59,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967274
967330,CSD16J-009603-000256,"Manager, Strategic Policy",INT,CSD,EC,07,31,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967330
967340,DOE16J-017919-000007,Senior Policy Analyst,INT,DOE,EC,06,142,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967340
967360,RCM16J-014739-000064,ACIIS Support Assistant,INT,RCM,CR,05,17,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967360
967364,DUS16J-014221-000174,Policy Advisor,INT,DUS,EC,05,16,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967364
967380,DFO16J-017761-000037,Stream 1: Conservation and Protection (C&P) Supervisor / Stream 2: Senior Compliance Of,INT,DFO,PM,05,23,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967380
967393,PCH16J-016678-000167,Conservator (Intern) - Preservation Services,JOP,PCH,GT,01,58,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967393
967406,BSF16J-015137-000928,National Border Operations Centre (NBOC) Planning Officer *Amended Poster*,INT,BSF,AS,04,23,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967406
967424,IAN16J-016638-000126,Business Analyst (Amendment to closing date),INT,IAN,AS,04,20,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967424
967471,CSD16J-009603-000258,Research (or Evaluation or Data) Analyst,INT,CSD,EC,04,32,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967471
967482,DOE16J-015105-000258,Processing Services Assistant,JOP,DOE,CR,04,382,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967482
967521,NED16J-017232-000041,Administrative Assistant,JOP,NED,AS,01,83,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967521
967547,STC16J-011131-000170,Consulting Analyst,INT,STC,IS,03,3,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967547
967564,NED16J-017232-000042,Senior Program Officer,JOP,NED,PM,05,61,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967564
967571,CSD16J-017724-000074,*MODIFICATION TO CLOSING DATE* Program Advisor,INT,CSD,PM,03,160,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967571
967581,DND16J-010637-000146,Outreach/Return to Work/Casualty Tracking Coordinator (Service Coordinator),INT,DND,AS,04,25,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967581
967606,TBD16J-011532-000341,Assistant Secretary and Assistant Deputy Minister,INT,TBD,EX,04,41,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967606
967607,STC16J-011131-000171,Data Production and Dissemination Officer,INT,STC,EC,02,17,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967607
967610,DND16J-010637-000147,IPSC Services Manager,INT,DND,AS,05,29,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967610
967630,AHS16J-016519-000010,Senior Epidemiologist/Biostatistician,INT,AHS,EC,06,1,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967630
967637,ACO16J-017915-000007,Human Resources Technology Coordinator,INT,ACO,AS,02,12,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967637
967652,SHC16J-016738-000102,Quality Specialist,INT,SHC,PC,02,5,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967652
967713,SHC16J-013469-000084,Administrative Officer,INT,SHC,AS,01,2,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967713
967721,DFO16J-017828-000009,Marine Communications and Traffic Services Officer,INT,DFO,RO,03,13,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967721
967755,SVC16J-017762-000010,Pension Expert Trainee - Apprenticeship Program,INT,SVC,AS,01,162,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967755
967769,INF16J-016217-000140,Communications Advisor (ANTICIPATORY),INT,INF,IS,04,64,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967769
967807,RSN16J-013761-000166,Field Electronics Technologist,JOP,RSN,EL,05,49,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967807
967849,RSN16J-013750-000023,Senior Auditor,JOP,RSN,AS,06,54,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967849
967855,RSN16J-014952-000173,Policy Analyst Recruitment and Development Program (PARDP),JOP,RSN,EC,03,1431,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967855
967856,DUS16J-014854-000337,Complaints and Information Specialist,INT,DUS,PM,02,32,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967856
967886,RSN16J-013757-000276,Financial Officer,INT,RSN,CO,02,16,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967886
967951,DOE16J-014514-000192,"Manager, Climate Data Analysis Research Section",INT,DOE,SE,02,4,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967951
967974,CSD16J-012841-000123,Director,INT,CSD,EX,01,411,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967974
967984,DUS16J-017936-000008,Bankruptcy Analyst,INT,DUS,CO,01,35,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967984
967986,SIF16J-014552-000066,Translator-Editor,JOP,SIF,RE,04,55,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967986
967992,DND16J-016432-000136,"Water, Sewage, Petroleum, Oil & Lubricants (WPSOL) Operator",JOP,DND,GL,09,10,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=967992
968020,DFO16J-017828-000010,Marine Communications and Traffic Services Shift Supervisor,INT,DFO,RO,04,16,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968020
968033,MOT16J-010508-000093,Airfield Maintenance Specialist,JOP,MOT,GL,06,12,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968033
968036,RSN16J-013761-000167,RAP Student: MSc or Ph.D Student ¿ Environmental Science,JOP,RSN,nil,nil,7,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968036
968060,PCH16J-016678-000170,"Manager, Fine Art, Furniture & Heritage Interiors",JOP,PCH,GT,08,20,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968060
968061,RCM16J-017377-000029,Administrative Assistant (Various),INT,RCM,CR,04,38,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968061
968118,PSP16J-017838-000015,Policy Advisor (Anticipatory),INT,PSP,EC,05,48,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968118
968153,RCM16J-017920-000011,Document Management Officer,INT,RCM,AS,02,188,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968153
968159,CEO16J-016478-000204,Election Contributions and Expenses Officer,JOP,CEO,FI,02,131,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968159
968198,ATS16J-017457-000089,Lead Analyst,INT,ATS,CO,04,12,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968198
968204,WCO16J-015328-000055,Business Officer,JOP,WCO,CO,01,44,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968204
968230,RCM16J-016803-000036,Custodian,JOP,RCM,GS,02,66,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968230
968271,RSN16J-014952-000174,Senior ATIP Analyst,INT,RSN,PM,04,17,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968271
968330,DND16J-017575-000041,Administrative Officer,INT,DND,AS,01,74,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968330
968361,RCM16J-014970-000250,Project Coordinator,INT,RCM,AS,03,45,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968361
968372,SHC16J-010850-000248,Regional Nurse Educator,JOP,SHC,NU,06,15,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968372
968407,PPD16J-017950-000002,Counsel,JOP,PPD,LP,02,38,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968407
968413,AGR16J-010025-000391,Environmental Engineer,INT,AGR,EN,03,10,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968413
968431,PEN16J-017570-000044,Administrative Assistant,INT,PEN,AS,01,40,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968431
968446,PCO16J-016621-000164,Media Monitoring Analyst,JOP,PCO,GT,03,62,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968446
968452,RCM16J-017581-000024,Detachment Services Assistant,JOP,RCM,CR,04,58,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968452
968455,PEN16J-017570-000045,Junior Project Officer,INT,PEN,AS,03,27,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968455
968461,SHC16J-017825-000002,"Manager, Program Delivery (ANTICIPATORY)",INT,SHC,PM,05,23,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968461
968467,IMC16J-010985-000315,Financial Analyst *ANTICIPATORY* ** Closing date amended**,INT,IMC,FI,02,103,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968467
968475,DND16J-016722-000044,Products and Services Analyst,INT,DND,CS,02,12,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968475
968491,WCO16J-015328-000056,Executive Officer to the Deputy Minister,JOP,WCO,EX,01,53,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968491
968503,RCM16J-016715-000023,Intelligence Analyst,INT,RCM,EC,05,8,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968503
968507,SVC16J-013145-000171,Testing Officer,INT,SVC,AS,03,19,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968507
968534,SVC16J-012672-000022,Administrative Offcier Finances,INT,SVC,AS,02,48,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968534
968541,RCM16J-016715-000024,Intelligence Analyst,INT,RCM,EC,05,22,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968541
968550,CSD16J-016182-000352,Consultant,INT,CSD,PM,04,103,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968550
968559,IAN16J-015364-000222,Administrative Officer  - *Anticipatory*   *Amendment to closing date*,JOP,IAN,AS,02,372,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968559
968571,DUS16J-015758-000048,CIPO Business Architect (AS-06),INT,DUS,AS,06,21,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968571
968591,RCM16J-011852-000056,Legal Support Coordinator (Stream1) / Employment Requirements Reviewer (Stream2),JOP,RCM,EC,02,30,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968591
968665,SHC16J-014710-000021,Administrative Officer,JOP,SHC,AS,01,109,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968665
968686,DND16J-011205-000143,Regional Operations Support Officer (Amendment to type of advertisement),INT,DND,AS,04,11,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968686
968688,SVC16J-014947-000094,Coach,INT,SVC,AS,03,27,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968688
968725,RCM16J-015199-000119,Communications Specialist,JOP,RCM,IS,03,25,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968725
968736,GGS16J-016720-000102,"Supervisor, Records, Documents and Mail Management Services",INT,GGS,AS,03,22,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968736
968748,IAN16J-014940-000147,Senior Policy and Strategic Advisor,INT,IAN,EC,07,58,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968748
968791,AGR16J-016947-000151,Industry Analyst,JOP,AGR,CO,01,60,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968791
968801,DUS16J-015736-000290,Executive Assistant for the Atlantic Regional Executive Director,INT,DUS,AS,03,29,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968801
968806,PEN16J-014901-000015,Primary Worker,INT,PEN,CX,02,19,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968806
968808,BSF16J-015139-001327,Chief of Operations (FB-07),INT,BSF,FB,07,7,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968808
968825,JUS16J-017383-000029,Administrative Coordinator/Administrative Assistant,INT,JUS,AS,02,45,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968825
968845,GGS16J-016720-000104,Assistant Pantry Manager,INT,GGS,GS,08,4,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968845
968866,WCO16J-015328-000057,Business Officer,INT,WCO,CO,01,30,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968866
968887,AGR16J-017172-000055,Working Level Labourer - Greenhouse (Amended: End date),INT,AGR,GL,05,4,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968887
968907,DUS16J-015118-000128,Senior Project Officer,INT,DUS,AS,05,17,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968907
968931,JUS16J-017900-000003,Paralegal (Anticipatory),JOP,JUS,EC,02,68,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968931
968934,SIF16J-010144-000450,"Director (Property and Casualty), Actuarial Division (REX-07)",JOP,SIF,RE,07,17,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968934
968973,SVC16J-017190-000015,Anticipatory staffing - Human Resources Systems Officer,INT,SVC,AS,02,24,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968973
968975,DUS16J-015118-000129,Information Management Functional Specialist,INT,DUS,AS,03,32,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968975
968985,CGC16J-017738-000012,"Team Leader, Finance (Amendment to the Closing Date)",JOP,CGC,FI,02,32,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968985
968989,DVA16J-017003-000103,"Director, Financial Planning, Analysis and Reporting",INT,DVA,FI,04,13,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=968989
969030,CSD16J-010931-000498,Human Resources Assistant,INT,CSD,CR,05,55,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=969030
969033,HRC16J-017468-000016,"Manager, Human Resources ¿ Operations and Corporate",INT,HRC,PE,05,64,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=969033
969047,RCM16J-014984-000121,Operations Manager,INT,RCM,PM,04,17,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=969047
969077,AGR16J-010860-000172,Graduate Student,RAP,AGR,nil,nil,7,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=969077
969079,SHC16J-014704-000626,Scientific Project Coordination Biologist III,INT,SHC,BI,03,27,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=969079
969102,IAN16J-016683-000101,Program & Collections Manager,INT,IAN,EC,05,16,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=969102
969178,STC16J-012659-000491,Junior Human Resources Advisor,INT,STC,PE,01,49,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=969178
969188,JUS16J-010822-000179,"Support Technician, Infrastructure and Operations (Anticipatory)",JOP,JUS,CS,01,171,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=969188
969191,RCM16J-017581-000026,Administrative Support Services Clerk,JOP,RCM,CR,04,90,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=969191
969194,MOT16J-010508-000096,Branch Administrator (Anticipatory),INT,MOT,AS,02,33,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=969194
969197,IMC16J-010985-000317,"Assistant Director, Finance Mgmt Services",INT,IMC,FI,04,55,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=969197
969201,DND16J-017694-000012,Base General Safety Officer/Brigade Safety Officer/General Safety Program Advisor,INT,DND,AS,05,51,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=969201
969217,DOE16J-017618-000087,Vehicle and Engine Inspection Technologist (Anticipatory),JOP,DOE,EG,03,58,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=969217
969225,CSD16J-015605-000234,"Manager, Financial Management / Manager, Accounting Operations",INT,CSD,FI,03,27,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=969225
969227,CEO16J-016478-000206,Chief Planning Officer,INT,CEO,EX,02,26,https://emploisfp-psjobs.cfp-psc.gc.ca/psrs-srfp/applicant/page1800?poster=969227
